Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2014,2014,2014,6,1,1,Import,776,Tonga,TON,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,17533,17533,99080,0
H4,2014,2014,2014,6,1,1,Import,792,Turkey,TUR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,31368050,31368050,82141466,0
H4,2014,2014,2014,6,1,2,Export,792,Turkey,TUR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,28249,28249,154714,0
H4,2014,2014,2014,6,1,1,Import,804,Ukraine,UKR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,8236350,8236350,26923820,0
H4,2014,2014,2014,6,1,2,Export,804,Ukraine,UKR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,60,60,430,0
H4,2014,2014,2014,6,1,1,Import,807,TFYR of Macedonia,MKD,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,6086634,6086634,13653954,0
H4,2014,2014,2014,6,1,1,Import,818,Egypt,EGY,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,23877057,23877057,54006297,0
H4,2014,2014,2014,6,1,2,Export,818,Egypt,EGY,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,2836,2836,30642,0
H4,2014,2014,2014,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,149018677,149018677,496182681,0
H4,2014,2014,2014,6,1,2,Export,826,United Kingdom,GBR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,5694898,5694898,32552359,0
H4,2014,2014,2014,6,1,3,Re-Export,826,United Kingdom,GBR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,746831,746831,6360760,0
H4,2014,2014,2014,6,1,4,Re-Import,826,United Kingdom,GBR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,144158954,144158954,471101108,0
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1346065139,1346065139,4887290959,0
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,45932965,45932965,169238686,0
H4,2014,2014,2014,6,1,3,Re-Export,842,USA,USA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,45608734,45608734,165132728,0
H4,2014,2014,2014,6,1,1,Import,858,Uruguay,URY,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1104888,1104888,2376227,0
H4,2014,2014,2014,6,1,1,Import,882,Samoa,WSM,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,4626,4626,6669,0
H4,2014,2014,2014,6,1,1,Import,894,Zambia,ZMB,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,38965,38965,61657,0
H4,2014,2014,2014,6,1,2,Export,894,Zambia,ZMB,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,205173,205173,742740,0
H4,2014,2014,2014,6,1,1,Import,8,Albania,ALB,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,6837,6837,37949,0
H4,2014,2014,2014,6,1,1,Import,12,Algeria,DZA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1653,1653,2502,0
H4,2014,2014,2014,6,1,1,Import,31,Azerbaijan,AZE,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1857,1857,8775,0
H4,2014,2014,2014,6,1,1,Import,32,Argentina,ARG,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,31568,31568,190580,0
H4,2014,2014,2014,6,1,1,Import,36,Australia,AUS,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1147344,1147344,5076625,0
H4,2014,2014,2014,6,1,2,Export,36,Australia,AUS,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,40477,40477,334443,0
H4,2014,2014,2014,6,1,1,Import,44,Bahamas,BHS,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,80270,80270,521530,0
H4,2014,2014,2014,6,1,1,Import,48,Bahrain,BHR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,5552,5552,16056,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,228,228,9177,0
H4,2014,2014,2014,6,1,3,Re-Export,48,Bahrain,BHR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,228,228,9177,0
H4,2014,2014,2014,6,1,2,Export,51,Armenia,ARM,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,50,50,125,0
H4,2014,2014,2014,6,1,1,Import,56,Belgium,BEL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,4301841,4301841,14963192,0
H4,2014,2014,2014,6,1,2,Export,56,Belgium,BEL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1157757,1157757,2872544,6
H4,2014,2014,2014,6,1,1,Import,60,Bermuda,BMU,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,7990,7990,64672,0
H4,2014,2014,2014,6,1,2,Export,60,Bermuda,BMU,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,26,26,324,0
H4,2014,2014,2014,6,1,1,Import,72,Botswana,BWA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,189676,189676,419364,0
H4,2014,2014,2014,6,1,2,Export,72,Botswana,BWA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,133,133,13696,0
H4,2014,2014,2014,6,1,1,Import,76,Brazil,BRA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,15417,15417,34635,0
H4,2014,2014,2014,6,1,2,Export,76,Brazil,BRA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,6000,6000,34000,0
H4,2014,2014,2014,6,1,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,11507,11507,45882,0
H4,2014,2014,2014,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,82834,82834,622944,0
H4,2014,2014,2014,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,356,356,7677,0
H4,2014,2014,2014,6,1,2,Export,108,Burundi,BDI,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,2220,2220,576,0
H4,2014,2014,2014,6,1,1,Import,112,Belarus,BLR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,465,465,21500,0
H4,2014,2014,2014,6,1,2,Export,112,Belarus,BLR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,78,78,700,0
H4,2014,2014,2014,6,1,1,Import,120,Cameroon,CMR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,189,189,2167,0
H4,2014,2014,2014,6,1,1,Import,124,Canada,CAN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,2252144,2252144,11746950,6
H4,2014,2014,2014,6,1,2,Export,124,Canada,CAN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,10480394,10480394,58628934,0
H4,2014,2014,2014,6,1,4,Re-Import,124,Canada,CAN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,682,682,4922,0
H4,2014,2014,2014,6,1,1,Import,144,Sri Lanka,LKA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,55,55,596,0
H4,2014,2014,2014,6,1,2,Export,144,Sri Lanka,LKA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,895,895,5608,0
H4,2014,2014,2014,6,1,1,Import,152,Chile,CHL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,580594,580594,1467252,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,8466,8466,96139,0
H4,2014,2014,2014,6,1,1,Import,191,Croatia,HRV,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,43295,43295,231549,0
H4,2014,2014,2014,6,1,1,Import,196,Cyprus,CYP,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,39499,39499,286915,0
H4,2014,2014,2014,6,1,1,Import,203,Czech Rep.,CZE,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,19427,19427,307469,0
H4,2014,2014,2014,6,1,2,Export,203,Czech Rep.,CZE,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,71843,71843,705063,0
H4,2014,2014,2014,6,1,1,Import,208,Denmark,DNK,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1008494,1008494,4464748,0
H4,2014,2014,2014,6,1,2,Export,208,Denmark,DNK,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,392,392,8840,0
H4,2014,2014,2014,6,1,1,Import,214,Dominican Rep.,DOM,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,25849,25849,102905,6
H4,2014,2014,2014,6,1,2,Export,214,Dominican Rep.,DOM,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,969,969,12636,0
H4,2014,2014,2014,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,6900,6900,32736,0
H4,2014,2014,2014,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,2105,2105,14021,0
H4,2014,2014,2014,6,1,2,Export,222,El Salvador,SLV,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,5,5,2,0
H4,2014,2014,2014,6,1,1,Import,233,Estonia,EST,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,2427,2427,43088,0
H4,2014,2014,2014,6,1,1,Import,242,Fiji,FJI,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,350,350,3123,0
H4,2014,2014,2014,6,1,1,Import,246,Finland,FIN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,431,431,6890,6
H4,2014,2014,2014,6,1,1,Import,251,France,FRA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,9136328,9136328,35277415,6
H4,2014,2014,2014,6,1,2,Export,251,France,FRA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,69203,69203,552695,0
H4,2014,2014,2014,6,1,1,Import,268,Georgia,GEO,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,10279,10279,31272,0
H4,2014,2014,2014,6,1,1,Import,276,Germany,DEU,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,828570,828570,1791500,0
H4,2014,2014,2014,6,1,2,Export,276,Germany,DEU,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,149933807,149933807,570744839,0
H4,2014,2014,2014,6,1,1,Import,300,Greece,GRC,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,221275,221275,908562,0
H4,2014,2014,2014,6,1,2,Export,300,Greece,GRC,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,23228,23228,88242,0
H4,2014,2014,2014,6,1,1,Import,304,Greenland,GRL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,70,70,2464,0
H4,2014,2014,2014,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,658,658,5653,0
H4,2014,2014,2014,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,6513,6513,284094,0
H4,2014,2014,2014,6,1,1,Import,348,Hungary,HUN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,89597,89597,223926,0
H4,2014,2014,2014,6,1,1,Import,352,Iceland,ISL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1415,1415,10692,0
H4,2014,2014,2014,6,1,1,Import,372,Ireland,IRL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,61447,61447,760740,0
H4,2014,2014,2014,6,1,2,Export,372,Ireland,IRL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,12310,12310,316675,0
H4,2014,2014,2014,6,1,1,Import,376,Israel,ISR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,61548,61548,358000,0
H4,2014,2014,2014,6,1,1,Import,381,Italy,ITA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,7538018,7538018,27753762,0
H4,2014,2014,2014,6,1,2,Export,381,Italy,ITA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,519261,519261,4244445,0
H4,2014,2014,2014,6,1,3,Re-Export,381,Italy,ITA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,86215,86215,289257,0
H4,2014,2014,2014,6,1,4,Re-Import,381,Italy,ITA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,348908,348908,916227,0
H4,2014,2014,2014,6,1,1,Import,388,Jamaica,JAM,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,129926,129926,493875,0
H4,2014,2014,2014,6,1,2,Export,388,Jamaica,JAM,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,23595,23595,254345,0
H4,2014,2014,2014,6,1,1,Import,392,Japan,JPN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,2020027,2020027,10560978,0
H4,2014,2014,2014,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,49721,49721,845297,0
H4,2014,2014,2014,6,1,1,Import,400,Jordan,JOR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,5833583,5833583,12291594,0
H4,2014,2014,2014,6,1,1,Import,428,Latvia,LVA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1480,1480,10919,6
