Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2014,2014,2014,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,91600,91600,551203,0
H4,2014,2014,2014,6,1,2,Export,440,Lithuania,LTU,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,2169,2169,10471,0
H4,2014,2014,2014,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,10848,10848,57432,0
H4,2014,2014,2014,6,1,2,Export,442,Luxembourg,LUX,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,353,353,5438,0
H4,2014,2014,2014,6,1,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,5344,5344,31534,0
H4,2014,2014,2014,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,241747,241747,648243,0
H4,2014,2014,2014,6,1,2,Export,458,Malaysia,MYS,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,3197,3197,16540,0
H4,2014,2014,2014,6,1,1,Import,462,Maldives,MDV,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,75174,75174,322606,0
H4,2014,2014,2014,6,1,1,Import,470,Malta,MLT,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,85,85,1814,0
H4,2014,2014,2014,6,1,1,Import,480,Mauritius,MUS,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,3161,3161,24029,0
H4,2014,2014,2014,6,1,2,Export,480,Mauritius,MUS,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,505,505,5287,0
H4,2014,2014,2014,6,1,3,Re-Export,480,Mauritius,MUS,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,505,505,5287,0
H4,2014,2014,2014,6,1,1,Import,484,Mexico,MEX,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1319065,1319065,1756068,0
H4,2014,2014,2014,6,1,2,Export,484,Mexico,MEX,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,15853165,15853165,71460743,0
H4,2014,2014,2014,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,4,4,130,0
H4,2014,2014,2014,6,1,1,Import,512,Oman,OMN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,106468,106468,211625,0
H4,2014,2014,2014,6,1,2,Export,512,Oman,OMN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,43,43,94,0
H4,2014,2014,2014,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,4789767,4789767,16935210,6
H4,2014,2014,2014,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,18663,18663,145126,0
H4,2014,2014,2014,6,1,1,Import,540,New Caledonia,NCL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,2553,2553,19897,0
H4,2014,2014,2014,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,184724,184724,929428,0
H4,2014,2014,2014,6,1,2,Export,554,New Zealand,NZL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1361,1361,13188,0
H4,2014,2014,2014,6,1,3,Re-Export,554,New Zealand,NZL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,546,546,4229,0
H4,2014,2014,2014,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,10,10,82,0
H4,2014,2014,2014,6,1,1,Import,579,Norway,NOR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,413290,413290,1973071,0
H4,2014,2014,2014,6,1,2,Export,579,Norway,NOR,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,18630,18630,133801,0
H4,2014,2014,2014,6,1,1,Import,591,Panama,PAN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,747,747,8010,0
H4,2014,2014,2014,6,1,1,Import,604,Peru,PER,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,8569,8569,53241,0
H4,2014,2014,2014,6,1,2,Export,604,Peru,PER,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,146,146,1164,0
H4,2014,2014,2014,6,1,1,Import,616,Poland,POL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,291181,291181,1092828,0
H4,2014,2014,2014,6,1,2,Export,616,Poland,POL,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,55015,55015,357840,6
H4,2014,2014,2014,6,1,1,Import,620,Portugal,PRT,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1866121,1866121,6353197,0
H4,2014,2014,2014,6,1,2,Export,620,Portugal,PRT,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,31499,31499,103009,0
H4,2014,2014,2014,6,1,1,Import,634,Qatar,QAT,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,415942,415942,1179132,0
H4,2014,2014,2014,6,1,1,Import,642,Romania,ROU,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,134011,134011,477920,0
H4,2014,2014,2014,6,1,1,Import,646,Rwanda,RWA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,1319,1319,2331,0
H4,2014,2014,2014,6,1,2,Export,646,Rwanda,RWA,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,19461,19461,72150,0
H4,2014,2014,2014,6,1,1,Import,688,Serbia,SRB,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,2894,2894,20523,0
H4,2014,2014,2014,6,1,2,Export,688,Serbia,SRB,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,6964,6964,34786,0
H4,2014,2014,2014,6,1,1,Import,702,Singapore,SGP,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,516527,516527,1861119,0
H4,2014,2014,2014,6,1,2,Export,702,Singapore,SGP,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,522615,522615,2255392,0
H4,2014,2014,2014,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,138525,138525,798333,6
H4,2014,2014,2014,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,152367,152367,809261,0
H4,2014,2014,2014,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,98364,98364,718236,0
H4,2014,2014,2014,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,53896,53896,468601,0
H4,2014,2014,2014,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,4563091,4563091,10043740,6
H4,2014,2014,2014,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,382367,382367,1911039,0
H4,2014,2014,2014,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,6908,6908,26596,0
H4,2014,2014,2014,6,1,2,Export,716,Zimbabwe,ZWE,0,World,WLD,090112,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",8,Weight in kilograms,242,242,1198,0
